,City,Country,Pop,Lat,Lon
556,Amsterdam,NL,741636,52.37403,4.88969
557,Dordrecht,NL,119260,51.81,4.67361
558,Breda,NL,167673,51.58656,4.77596
559,Groningen,NL,181194,53.21917,6.56667
560,Maastricht,NL,122378,50.84833,5.68889
561,The Hague,NL,474292,52.07667,4.29861
562,Abu Dhabi,AE,603492,24.45118,54.39696
563,Dubai,AE,2956587,25.07725,55.30927
564,Beijing,CN,11716620,39.9075,116.39723
565,Jieyang,CN,1001985,23.5418,116.36581
566,Kunming,CN,3855346,25.03889,102.71833
567,Hangzhou,CN,6241971,30.29365,120.16142
568,Chongqing,CN,7457600,29.56278,106.55278
569,Qingdao,CN,3718835,36.06488,120.38042
570,Haikou,CN,615835,20.04583,110.34167
571,ÃœrÃ¼mqi,CN,3029372,43.80096,87.60046
572,Qiqihar,CN,882364,47.34088,123.96045
573,Guiyang,CN,1171633,26.58333,106.71667
574,Shenzhen,CN,10358381,22.54554,114.0683
575,Yunfu,CN,2612800,22.92833,112.03954
576,Xuchang,CN,1265536,34.03189,113.86299
577,Yinchuan,CN,475101,38.46806,106.27306
578,Shenyang,CN,6255921,41.79222,123.43278
579,Lhasa,CN,118721,29.65,91.1
580,Shanghai,CN,22315474,31.22222,121.45806
581,Changchun,CN,4193073,43.88,125.32278
582,Foshan,CN,3600000,23.02677,113.13148
583,Nanning,CN,803788,22.81667,108.31667
584,Fushun,CN,1400646,41.88669,123.94363
585,Hefei,CN,3310268,31.86389,117.28083
586,Chengdu,CN,7415590,30.66667,104.06667
587,Hohhot,CN,774477,40.81056,111.65222
588,Qinhuangdao,CN,759718,39.93167,119.58833
589,Shijiazhuang,CN,2834942,38.04139,114.47861
590,Shantou,CN,5329024,23.36814,116.71479
591,Zhengzhou,CN,4253913,34.75778,113.64861
592,Nanjing,CN,7165292,32.06167,118.77778
593,Xining,CN,767531,36.62554,101.75739
594,Xiâ€™an,CN,6501190,34.25833,108.92861
595,Zhuzhou,CN,709358,27.83333,113.15
596,Wuhan,CN,9785388,30.58333,114.26667
597,Tianjin,CN,11090314,39.14222,117.17667
598,Changzhou,CN,949018,31.77359,119.95401
599,Nanchang,CN,2357839,28.68396,115.85306
600,Shiyan,CN,3460000,32.6475,110.77806
601,Xinxiang,CN,743601,35.19033,113.80151
602,Suzhou,CN,5345961,31.30408,120.59538
603,Harbin,CN,5878939,45.75,126.65
604,Lanzhou,CN,2628426,36.05701,103.83987
605,Jinan,CN,4335989,36.66833,116.99722
606,Changsha,CN,3093980,28.19874,112.97087
607,Hegang,CN,743307,47.35118,130.30012
608,Anyang,CN,781129,36.096,114.38278
609,Wuxi,CN,3543719,31.56887,120.28857
610,Taiyuan,CN,3426519,37.86944,112.56028
611,Guangzhou,CN,11071424,23.11667,113.25
612,Fuzhou,CN,1179720,26.06139,119.30611
613,Ningbo,CN,3491597,29.87819,121.54945
614,Xiamen,CN,3531347,24.47979,118.08187
615,Dongguan,CN,8000000,23.01797,113.74866
616,BogotÃ¡,CO,7674366,4.60971,-74.08175
617,MedellÃ­n,CO,1999979,6.25184,-75.56359
