date,STATE,COUNTY,DAILY_AQI_VALUE,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,AQI_Percent_Change,AQI_Increase,AQI_Decrease,Rec_Retail_Increase,Rec_Retail_Decrease,Grocery_Pharmacy_Increase,Grocery_Pharmacy_Decrease,Parks_Increase,Parks_Decrease,Transit_Stations_Increase,Transit_Stations_Decrease,Work_Increase,Work_Decrease,Home_Increase,Home_Decrease
4/11/20,California,San Mateo,18,-60,-20,-38,-83,-47,21,1,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
2/15/20,California,Santa Barbara,21,4,0,20,5,-2,0,3, , , , , , , , , , , , , , 
2/16/20,California,Santa Barbara,31,10,4,40,4,-2,-1,10,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
2/17/20,California,Santa Barbara,28.5,10,0,48,-8,-33,6,-2.5,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
2/18/20,California,Santa Barbara,34.8,-1,-2,15,5,-3,0,6.3,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
2/19/20,California,Santa Barbara,32.5,0,0,15,-1,-2,0,-2.3,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
2/20/20,California,Santa Barbara,25.3,3,0,19,6,-1,0,-7.2,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
2/21/20,California,Santa Barbara,29,-1,-2,7,-2,-1,0,3.7,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
2/22/20,California,Santa Barbara,28,-1,1,-5,0,-1,1,-1,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
2/23/20,California,Santa Barbara,21.5,3,0,16,4,2,-1,-6.5,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
2/24/20,California,Santa Barbara,26.8,0,0,11,0,6,0,5.3,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
2/25/20,California,Santa Barbara,19.5,0,0,19,3,1,0,-7.3,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
2/26/20,California,Santa Barbara,12.3,4,0,18,0,1,-1,-7.2,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
2/27/20,California,Santa Barbara,12.8,4,1,15,3,1,-1,0.5,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
2/28/20,California,Santa Barbara,12.3,2,2,16,4,2,-1,-0.5,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
2/29/20,California,Santa Barbara,35.8,2,1,7,1,2,-1,23.5,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/1/20,California,Santa Barbara,26.3,4,4,-5,0,1,0,-9.5,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/2/20,California,Santa Barbara,12.8,4,4,11,-2,7,-1,-13.5,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/3/20,California,Santa Barbara,22.3,5,8,22,0,1,-1,9.5,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/4/20,California,Santa Barbara,36.3,4,6,14,-2,1,-1,14,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/5/20,California,Santa Barbara,35,5,7,14,3,1,-1,-1.3,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/6/20,California,Santa Barbara,15.8,1,5,16,2,2,-1,-19.2,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/7/20,California,Santa Barbara,3.5,-1,4,0,-5,1,0,-12.3,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/8/20,California,Santa Barbara,3,1,4,9,0,1,0,-0.5,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/9/20,California,Santa Barbara,2.8,2,7,4,-5,5,0,-0.2,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/10/20,California,Santa Barbara,8,-3,6,-28,-12,-4,4,5.2,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/11/20,California,Santa Barbara,3.8,2,11,-4,-6,-4,3,-4.2,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/12/20,California,Santa Barbara,14.3,2,21,-4,-5,-3,2,10.5,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/13/20,California,Santa Barbara,25,-3,38,-25,-18,-6,3,10.7,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/14/20,California,Santa Barbara,13,-12,23,-36,-21,-5,5,-12,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/15/20,California,Santa Barbara,11,-16,12,-36,-26,-8,6,-2,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/16/20,California,Santa Barbara,5.5,-17,16,-44,-38,-23,13,-5.5,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/17/20,California,Santa Barbara,3.3,-19,14,-2,-30,-31,13,-2.2,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/18/20,California,Santa Barbara,1.8,-25,9,-1,-35,-33,12,-1.5,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/19/20,California,Santa Barbara,6,-29,6,-14,-32,-35,14,4.2,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/20/20,California,Santa Barbara,5,-42,-4,-37,-43,-41,18,-1,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/21/20,California,Santa Barbara,3.8,-50,-13,-26,-46,-31,13,-1.2,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/22/20,California,Santa Barbara,2.8,-53,-24,-50,-57,-40,14,-1,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/23/20,California,Santa Barbara,4.3,-42,-16,-25,-47,-44,18,1.5,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/24/20,California,Santa Barbara,5.3,-43,-17,-22,-49,-49,19,1,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/25/20,California,Santa Barbara,3.8,-43,-17,-18,-50,-48,19,-1.5,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/26/20,California,Santa Barbara,2.5,-43,-19,-23,-49,-49,20,-1.3,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/27/20,California,Santa Barbara,15.3,-46,-18,-24,-52,-46,20,12.8,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/28/20,California,Santa Barbara,27.3,-50,-18,-34,-51,-34,15,12,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/29/20,California,Santa Barbara,22.3,-47,-17,-30,-51,-40,13,-5,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/30/20,California,Santa Barbara,11,-42,-20,-13,-49,-44,17,-11.3,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/31/20,California,Santa Barbara,15.3,-41,-17,-9,-49,-49,18,4.3,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
4/1/20,California,Santa Barbara,29.3,-41,-14,-14,-50,-49,18,14,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
4/2/20,California,Santa Barbara,24,-42,-15,-19,-48,-49,19,-5.3,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
4/3/20,California,Santa Barbara,23,-44,-12,-24,-51,-47,19,-1,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
4/4/20,California,Santa Barbara,16,-49,-15,-35,-49,-35,14,-7,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
4/5/20,California,Santa Barbara,2,-55,-26,-67,-63,-45,16,-14,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
4/6/20,California,Santa Barbara,5.8,-43,-17,-39,-51,-48,20,3.8,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
4/7/20,California,Santa Barbara,5.8,-47,-22,-40,-53,-50,20,0,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
4/8/20,California,Santa Barbara,3,-47,-20,-33,-51,-51,20,-2.8,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
4/9/20,California,Santa Barbara,4,-48,-19,-62,-59,-54,24,1,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
4/10/20,California,Santa Barbara,8.5,-47,-15,-28,-49,-49,20,4.5,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
4/11/20,California,Santa Barbara,14.8,-49,-12,-33,-49,-36,14,6.3,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
2/15/20,California,Santa Clara,48.7,-3,-3,18,0,-1,-1,33.9, , , , , , , , , , , , , , 
2/16/20,California,Santa Clara,33.3,-1,-4,22,-7,-1,-2,-15.4,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
2/17/20,California,Santa Clara,30,14,4,66,-21,-58,12,-3.3,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
2/18/20,California,Santa Clara,32,-1,-3,19,4,-8,1,2,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
2/19/20,California,Santa Clara,42,-2,-3,12,0,-7,1,10,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
2/20/20,California,Santa Clara,47,0,-2,18,-1,-8,1,5,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
2/21/20,California,Santa Clara,57.7,-3,-5,2,-7,-7,2,10.7,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
2/22/20,California,Santa Clara,49,-3,-1,26,-7,3,-1,-8.7,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
2/23/20,California,Santa Clara,28,1,1,27,-4,4,-1,-21,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
2/24/20,California,Santa Clara,43,0,1,13,-1,4,0,15,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
2/25/20,California,Santa Clara,36.3,2,2,24,0,4,0,-6.7,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
2/26/20,California,Santa Clara,38,2,3,15,2,3,-1,1.7,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
2/27/20,California,Santa Clara,49,4,5,24,2,2,-1,11,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
2/28/20,California,Santa Clara,50.3,2,6,10,-4,4,0,1.3,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
2/29/20,California,Santa Clara,37.3,1,9,22,-4,4,0,-13,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/1/20,California,Santa Clara,23,1,6,17,-8,4,0,-14.3,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/2/20,California,Santa Clara,16.3,2,9,16,-6,3,0,-6.7,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/3/20,California,Santa Clara,27.3,6,7,54,-5,2,0,11,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/4/20,California,Santa Clara,42,-1,5,35,-7,2,1,14.7,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/5/20,California,Santa Clara,38,0,5,38,-9,0,1,-4,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/6/20,California,Santa Clara,21,-4,5,18,-17,-5,4,-17,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/7/20,California,Santa Clara,14,-10,0,-17,-18,0,4,-7,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/8/20,California,Santa Clara,14.3,-8,-2,20,-19,0,2,0.3,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/9/20,California,Santa Clara,18.3,-3,3,29,-24,-12,6,4,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/10/20,California,Santa Clara,25.3,-3,6,30,-28,-16,7,7,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/11/20,California,Santa Clara,17.3,-4,10,37,-32,-22,9,-8,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/12/20,California,Santa Clara,38.3,-4,16,42,-37,-27,11,21,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/13/20,California,Santa Clara,44,-9,28,14,-41,-30,13,5.7,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/14/20,California,Santa Clara,24.3,-27,11,-34,-36,-10,9,-19.7,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/15/20,California,Santa Clara,13,-31,1,-36,-42,-15,9,-11.3,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/16/20,California,Santa Clara,15.3,-8,49,-9,-51,-49,19,2.3,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/17/20,California,Santa Clara,17.7,-47,-5,-14,-63,-69,30,2.4,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/18/20,California,Santa Clara,15.3,-49,-12,-20,-66,-70,31,-2.4,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/19/20,California,Santa Clara,23.7,-48,-10,19,-67,-70,31,8.4,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/20/20,California,Santa Clara,22.7,-52,-12,4,-69,-69,33,-1,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/21/20,California,Santa Clara,21.3,-61,-25,-15,-62,-45,19,-1.4,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/22/20,California,Santa Clara,26.7,-62,-33,-18,-67,-46,17,5.4,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/23/20,California,Santa Clara,21,-52,-23,-14,-73,-72,32,-5.7,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/24/20,California,Santa Clara,16.3,-53,-23,-22,-74,-73,34,-4.7,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/25/20,California,Santa Clara,13.7,-54,-23,-22,-73,-73,34,-2.6,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/26/20,California,Santa Clara,15.7,-53,-21,2,-74,-73,34,2,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/27/20,California,Santa Clara,31.3,-56,-22,-14,-74,-71,35,15.6,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/28/20,California,Santa Clara,46.3,-63,-31,-51,-70,-48,21,15,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/29/20,California,Santa Clara,21.7,-62,-33,-22,-71,-48,17,-24.6,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/30/20,California,Santa Clara,12.3,-51,-25,4,-74,-73,32,-9.4,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/31/20,California,Santa Clara,14.3,-51,-23,8,-73,-74,33,2,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
4/1/20,California,Santa Clara,21,-53,-22,-8,-74,-73,33,6.7,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
4/2/20,California,Santa Clara,19.7,-54,-21,-3,-76,-74,34,-1.3,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
4/3/20,California,Santa Clara,23,-55,-22,-13,-76,-72,35,3.3,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
4/4/20,California,Santa Clara,16.3,-63,-31,-46,-71,-50,21,-6.7,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
4/5/20,California,Santa Clara,9,-68,-45,-70,-78,-52,19,-7.3,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
4/6/20,California,Santa Clara,15.7,-57,-30,-46,-79,-75,35,6.7,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
4/7/20,California,Santa Clara,18,-54,-24,1,-74,-74,33,2.3,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
