date,STATE,COUNTY,DAILY_AQI_VALUE,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,AQI_Percent_Change,AQI_Increase,AQI_Decrease,Rec_Retail_Increase,Rec_Retail_Decrease,Grocery_Pharmacy_Increase,Grocery_Pharmacy_Decrease,Parks_Increase,Parks_Decrease,Transit_Stations_Increase,Transit_Stations_Decrease,Work_Increase,Work_Decrease,Home_Increase,Home_Decrease
3/17/20,California,San Joaquin,11,-10,19,-7,-14,-29,11,5,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/18/20,California,San Joaquin,20.3,-17,10,-8,-17,-31,12,9.3,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/19/20,California,San Joaquin,16,-18,10,8,-15,-33,13,-4.3,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/20/20,California,San Joaquin,22.3,-30,2,-4,-21,-36,16,6.3,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/21/20,California,San Joaquin,30,-41,-7,-11,-24,-24,13,7.7,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/22/20,California,San Joaquin,25.8,-41,-15,0,-26,-25,10,-4.2,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/23/20,California,San Joaquin,19.3,-32,-13,-8,-28,-36,16,-6.5,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/24/20,California,San Joaquin,11,-32,-14,-27,-30,-41,18,-8.3,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/25/20,California,San Joaquin,9.8,-34,-15,-20,-28,-41,18,-1.2,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/26/20,California,San Joaquin,9.5,-32,-12,-11,-24,-42,18,-0.3,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/27/20,California,San Joaquin,31,-36,-13,-18,-29,-41,19,21.5,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/28/20,California,San Joaquin,40,-44,-17,-45,-34,-30,15,9,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/29/20,California,San Joaquin,20.5,-41,-16,-16,-31,-30,12,-19.5,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/30/20,California,San Joaquin,15.3,-31,-15,-7,-27,-39,16,-5.2,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/31/20,California,San Joaquin,15.3,-28,-11,-12,-26,-43,17,0,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
4/1/20,California,San Joaquin,13.3,-27,-9,-13,-27,-43,17,-2,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
4/2/20,California,San Joaquin,10.3,-28,-8,-15,-23,-44,18,-3,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
4/3/20,California,San Joaquin,21.5,-32,-4,-14,-29,-42,19,11.2,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
4/4/20,California,San Joaquin,18.8,-43,-12,-43,-36,-32,15,-2.7,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
4/5/20,California,San Joaquin,6.3,-49,-21,-58,-45,-36,14,-12.5,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
4/6/20,California,San Joaquin,9,-34,-10,-30,-33,-41,18,2.7,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
4/7/20,California,San Joaquin,15,-32,-10,-18,-28,-44,18,6,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
4/8/20,California,San Joaquin,17.8,-34,-12,-18,-29,-45,18,2.8,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
4/9/20,California,San Joaquin,9.8,-35,-11,-27,-28,-46,19,-8,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
4/10/20,California,San Joaquin,22,-36,-6,-17,-31,-46,21,12.2,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
4/11/20,California,San Joaquin,25,-37,-1,-14,-25,-31,14,3,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
2/15/20,California,San Luis Obispo,36.5,16,9,43,9,0,-1,11.5, , , , , , , , , , , , , , 
2/16/20,California,San Luis Obispo,49.5,27,15,93,9,0,-1,13,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
2/17/20,California,San Luis Obispo,35.8,27,13,86,-1,-33,5,-13.7,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
2/18/20,California,San Luis Obispo,34.8,2,2,23,4,1,0,-1,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
2/19/20,California,San Luis Obispo,32.8,2,4,21,-7,2,0,-2,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
2/20/20,California,San Luis Obispo,28.3,4,7,28,3,1,0,-4.5,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
2/21/20,California,San Luis Obispo,36,2,3,9,6,2,0,7.7,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
2/22/20,California,San Luis Obispo,37.5,3,2,2,-13,3,0,1.5,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
2/23/20,California,San Luis Obispo,33.8,9,5,26,7,2,-1,-3.7,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
2/24/20,California,San Luis Obispo,35.3,4,6,11,1,3,-1,1.5,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
2/25/20,California,San Luis Obispo,36.8,2,3,21,5,2,-1,1.5,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
2/26/20,California,San Luis Obispo,25.5,3,1,19,-6,2,0,-11.3,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
2/27/20,California,San Luis Obispo,27.3,5,5,18,7,1,0,1.8,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
2/28/20,California,San Luis Obispo,31.3,2,4,18,4,2,-1,4,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
2/29/20,California,San Luis Obispo,46.8,8,5,10,2,3,-1,15.5,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/1/20,California,San Luis Obispo,30,8,4,2,8,3,-1,-16.8,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/2/20,California,San Luis Obispo,20.8,6,5,6,-1,3,0,-9.2,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/3/20,California,San Luis Obispo,30,7,10,18,2,2,-1,9.2,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/4/20,California,San Luis Obispo,36.5,2,4,12,1,3,0,6.5,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/5/20,California,San Luis Obispo,37,3,7,13,-3,1,-1,0.5,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/6/20,California,San Luis Obispo,23.7,0,5,7,-1,0,0,-13.3,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/7/20,California,San Luis Obispo,9,1,3,-10,-11,1,1,-14.7,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/8/20,California,San Luis Obispo,9.7,3,4,7,0,3,0,0.7,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/9/20,California,San Luis Obispo,8.3,1,5,-7,-5,0,0,-1.4,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/10/20,California,San Luis Obispo,18.8,-7,-1,-34,-13,-2,3,10.5,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/11/20,California,San Luis Obispo,15.3,-2,9,-16,-11,-1,2,-3.5,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/12/20,California,San Luis Obispo,18,2,16,13,-8,0,1,2.7,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/13/20,California,San Luis Obispo,38.3,0,34,-12,-10,-1,2,20.3,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/14/20,California,San Luis Obispo,23.8,-3,22,-18,-23,-2,4,-14.5,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/15/20,California,San Luis Obispo,15.3,-17,8,-47,-27,-10,6,-8.5,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/16/20,California,San Luis Obispo,9.5,-15,20,-46,-32,-23,11,-5.8,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/17/20,California,San Luis Obispo,7.8,-22,11,-1,-26,-29,12,-1.7,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/18/20,California,San Luis Obispo,15.5,-21,21,3,-30,-32,12,7.7,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/19/20,California,San Luis Obispo,15.3,-32,6,-11,-42,-36,15,-0.2,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/20/20,California,San Luis Obispo,9.8,-51,-15,-25,-47,-44,19,-5.5,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/21/20,California,San Luis Obispo,11.3,-57,-23,-31,-53,-37,14,1.5,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/22/20,California,San Luis Obispo,8.8,-61,-32,-36,-58,-43,13,-2.5,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/23/20,California,San Luis Obispo,15,-46,-19,-28,-51,-46,18,6.2,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/24/20,California,San Luis Obispo,11.8,-48,-20,-24,-51,-48,19,-3.2,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/25/20,California,San Luis Obispo,9.8,-47,-20,-17,-52,-49,20,-2,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/26/20,California,San Luis Obispo,15,-49,-21,-20,-53,-49,20,5.2,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/27/20,California,San Luis Obispo,30.7,-51,-18,-26,-55,-47,21,15.7,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/28/20,California,San Luis Obispo,40.5,-56,-27,-41,-59,-39,15,9.8,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/29/20,California,San Luis Obispo,25.3,-56,-29,-27,-58,-45,13,-15.2,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/30/20,California,San Luis Obispo,23.8,-43,-20,-14,-52,-47,17,-1.5,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/31/20,California,San Luis Obispo,22,-42,-17,1,-52,-49,18,-1.8,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
4/1/20,California,San Luis Obispo,43,-44,-14,-13,-50,-48,18,21,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
4/2/20,California,San Luis Obispo,36.5,-45,-17,-10,-56,-49,19,-6.5,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
4/3/20,California,San Luis Obispo,39.8,-49,-17,-24,-55,-48,20,3.3,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
4/4/20,California,San Luis Obispo,14.8,-54,-24,-37,-58,-39,14,-25,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
4/5/20,California,San Luis Obispo,5.5,-65,-39,-77,-73,-48,16,-9.3,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
4/6/20,California,San Luis Obispo,8,-46,-19,-29,-59,-50,19,2.5,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
4/7/20,California,San Luis Obispo,10.3,-47,-22,-23,-55,-50,19,2.3,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
4/8/20,California,San Luis Obispo,8.5,-50,-22,-37,-56,-51,21,-1.8,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
4/9/20,California,San Luis Obispo,7.5,-52,-23,-47,-59,-53,23,-1,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
4/10/20,California,San Luis Obispo,14,-49,-16,-17,-54,-50,20,6.5,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
4/11/20,California,San Luis Obispo,26.5,-53,-19,-37,-56,-39,14,12.5,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
2/15/20,California,San Mateo,43,-1,0,24,-3,-1,-1,16.5, , , , , , , , , , , , , , 
2/16/20,California,San Mateo,21,3,2,25,-7,-4,-2,-22,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
2/17/20,California,San Mateo,25,15,6,103,-8,-56,11,4,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
2/18/20,California,San Mateo,33,-2,2,24,4,-4,0,8,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
2/19/20,California,San Mateo,46,-1,0,16,-2,-3,1,13,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
2/20/20,California,San Mateo,51,-2,1,15,-1,-3,0,5,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
2/21/20,California,San Mateo,51,-1,0,10,0,-3,1,0,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
2/22/20,California,San Mateo,53,0,2,17,-4,2,-1,2,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
2/23/20,California,San Mateo,24,4,8,15,1,1,-1,-29,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
2/24/20,California,San Mateo,27,0,2,19,3,3,0,3,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
2/25/20,California,San Mateo,27,1,6,34,-4,2,-1,0,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
2/26/20,California,San Mateo,35,3,7,25,-1,2,-1,8,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
2/27/20,California,San Mateo,54,2,7,23,3,1,-1,19,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
2/28/20,California,San Mateo,53,1,9,6,2,2,0,-1,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
2/29/20,California,San Mateo,38,0,10,2,-6,2,0,-15,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/1/20,California,San Mateo,24,2,15,15,-7,1,0,-14,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/2/20,California,San Mateo,18,2,12,19,-7,2,0,-6,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/3/20,California,San Mateo,27,3,11,39,-13,1,0,9,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/4/20,California,San Mateo,47,0,6,26,-10,0,1,20,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/5/20,California,San Mateo,50,0,8,8,-11,-3,2,3,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/6/20,California,San Mateo,16,-3,8,1,-16,-6,4,-34,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/7/20,California,San Mateo,11,-6,6,-18,-21,0,4,-5,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/8/20,California,San Mateo,12,-4,7,18,-23,-2,2,1,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/9/20,California,San Mateo,19,-1,6,24,-24,-11,5,7,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/10/20,California,San Mateo,20,-1,9,33,-29,-14,7,1,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/11/20,California,San Mateo,24,-2,11,31,-28,-18,8,4,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/12/20,California,San Mateo,35,-3,20,24,-32,-23,10,11,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/13/20,California,San Mateo,41,-7,28,4,-38,-26,12,6,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/14/20,California,San Mateo,8,-24,14,-56,-38,-10,10,-33,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/15/20,California,San Mateo,8,-24,11,-32,-42,-14,9,0,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/16/20,California,San Mateo,13,-5,47,-6,-45,-43,17,5,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/17/20,California,San Mateo,17,-44,0,-2,-56,-62,29,4,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/18/20,California,San Mateo,16,-47,-9,-7,-62,-64,30,-1,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/19/20,California,San Mateo,21,-46,-7,20,-66,-65,31,5,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/20/20,California,San Mateo,20,-49,-7,11,-68,-64,32,-1,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/21/20,California,San Mateo,17,-57,-16,14,-68,-41,20,-3,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/22/20,California,San Mateo,20,-58,-22,2,-74,-44,17,3,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/23/20,California,San Mateo,22,-51,-21,-24,-76,-68,31,2,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/24/20,California,San Mateo,10,-52,-19,-30,-76,-69,33,-12,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/25/20,California,San Mateo,11,-52,-17,-13,-76,-68,33,1,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/26/20,California,San Mateo,16,-51,-18,-2,-78,-68,33,5,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/27/20,California,San Mateo,38,-54,-18,-20,-80,-66,34,22,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/28/20,California,San Mateo,41,-61,-24,-50,-80,-46,22,3,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
3/29/20,California,San Mateo,23,-60,-26,-35,-83,-46,19,-18,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/30/20,California,San Mateo,9,-49,-19,-2,-80,-68,31,-14,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
3/31/20,California,San Mateo,12,-49,-15,0,-79,-69,32,3,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
4/1/20,California,San Mateo,24,-51,-18,-15,-80,-69,32,12,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
4/2/20,California,San Mateo,24,-52,-16,-13,-82,-69,33,0,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
4/3/20,California,San Mateo,25,-54,-16,-22,-83,-68,34,1,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
4/4/20,California,San Mateo,7,-64,-27,-67,-85,-49,23,-18,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
4/5/20,California,San Mateo,7,-65,-32,-63,-86,-50,20,0,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
4/6/20,California,San Mateo,13,-58,-29,-55,-84,-71,34,6,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
4/7/20,California,San Mateo,14,-52,-18,-2,-81,-70,33,1,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
4/8/20,California,San Mateo,23,-55,-22,-21,-82,-70,33,9,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
4/9/20,California,San Mateo,12,-55,-22,-18,-83,-71,34,-11,Decrease,Increase,Decrease,,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase
4/10/20,California,San Mateo,17,-56,-19,-16,-83,-70,35,5,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease,Increase,Decrease
